ConsumerRating,SellerRating,ComfortRating,InteriorDesignRating,PerformanceRating,ValueForMoneyRating,ExteriorStylingRating,ReliabilityRating,DealType,ID_Rating
4.8,1.0,4.9,4.8,4.8,4.6,4.8,4.7,Good,1164
4.7,4.6,4.8,4.6,4.6,4.5,4.6,4.8,Good,1165
4.7,4.7,4.9,4.7,4.6,4.7,4.8,4.7,Great,1166
3.7,4.7,3.9,4.0,3.3,3.5,4.3,3.3,Great,1167
4.9,4.6,4.6,4.8,5.0,4.7,4.9,5.0,Fair,1168
4.8,4.8,4.9,4.8,4.9,4.5,4.9,4.8,Good,1169
4.7,4.8,4.7,4.7,4.7,4.7,4.8,4.8,Great,1170
4.9,1.3,5.0,4.9,4.9,4.8,4.9,4.9,Good,1171
4.1,4.6,4.6,4.7,4.1,4.0,4.5,3.3,Good,1172
4.9,4.7,5.0,4.9,4.8,4.8,4.9,4.8,Fair,1173
4.6,4.5,4.6,4.7,4.7,4.3,4.9,4.6,Good,1174
5.0,4.8,5.0,4.9,4.9,5.0,5.0,4.9,Good,1175
4.9,4.8,4.9,4.9,5.0,4.6,5.0,4.8,Good,1176
4.8,4.6,4.8,4.9,4.9,4.7,4.9,4.8,Good,1177
4.3,4.7,4.6,4.6,4.3,4.1,4.5,4.1,Good,1178
4.8,4.0,4.9,4.7,4.8,4.7,4.7,4.8,Good,1179
4.8,4.9,4.9,4.7,4.9,4.7,4.9,4.9,Fair,1180
4.6,4.4,4.8,4.7,4.5,4.5,4.7,4.6,Great,1181
4.8,4.6,4.9,4.8,4.8,4.7,4.9,4.8,Great,1182
4.9,4.8,5.0,4.9,4.9,4.7,4.9,4.9,Great,1183
4.4,4.5,4.6,4.5,4.6,4.0,4.8,3.8,Great,1184
4.9,4.9,4.8,4.9,4.9,4.7,4.9,4.8,Good,1185
4.7,4.8,4.7,4.7,4.6,4.7,4.8,4.8,Great,1186
4.9,4.1,5.0,5.0,5.0,4.0,5.0,5.0,Fair,1187
5.0,4.5,5.0,5.0,5.0,4.7,5.0,4.9,Great,1188
4.7,4.5,4.9,4.8,4.7,4.6,4.8,4.6,Good,1189
4.8,4.5,4.9,4.8,4.8,4.7,4.9,4.8,Fair,1190
4.9,4.6,5.0,4.9,4.9,4.8,5.0,5.0,Good,1191
4.8,4.0,4.8,4.8,4.8,4.5,4.8,4.7,Great,1192
4.6,4.9,4.6,4.5,4.6,4.5,4.7,4.7,Good,1193
4.8,4.0,4.8,4.9,4.7,4.7,4.9,4.8,Good,1194
4.8,4.8,4.8,4.7,4.8,4.7,4.8,4.9,Great,1195
4.5,4.2,4.4,4.4,4.5,4.6,4.6,4.6,Not Specified,1196
4.8,4.7,4.9,4.8,4.7,4.7,4.8,4.8,Great,1197
4.8,4.6,4.8,4.6,4.9,4.7,4.8,5.0,Good,1198
4.8,4.5,4.8,4.8,4.8,4.5,4.8,4.7,Good,1199
4.7,4.7,4.9,4.7,4.8,4.6,4.8,4.6,Good,1200
4.9,4.6,4.8,4.9,4.9,4.7,4.9,4.8,Fair,1201
4.8,4.7,4.9,4.8,4.8,4.6,4.9,4.8,Good,1202
4.8,4.0,4.9,4.7,4.8,4.7,4.7,4.8,Great,1203
4.8,3.4,4.9,4.9,4.8,4.6,4.9,4.8,Great,1204
5.0,4.8,4.8,5.0,5.0,5.0,5.0,5.0,Good,1205
4.6,4.2,4.8,4.5,4.5,4.5,4.6,4.9,Good,1206
4.9,4.3,5.0,4.7,5.0,4.7,5.0,5.0,Good,1207
4.8,4.8,4.8,4.7,4.7,4.7,4.8,4.9,Good,1208
4.7,4.7,4.8,4.8,4.7,4.7,4.8,4.8,Good,1209
4.7,4.6,4.8,4.7,4.8,4.5,4.8,4.6,Great,1210
4.7,5.0,4.7,4.6,4.7,4.5,4.7,4.8,Good,1211
4.7,4.6,4.7,4.6,4.7,4.5,4.7,4.8,Great,1212
4.0,4.6,4.3,4.5,4.2,3.4,4.7,3.5,Fair,1213
4.9,4.2,5.0,4.9,4.9,4.7,4.9,4.9,Good,1214
4.8,4.4,4.9,4.7,4.9,4.7,4.9,4.9,Good,1215
4.9,4.5,4.9,4.9,4.9,4.8,4.8,4.9,Good,1216
4.5,4.8,4.8,4.8,4.3,4.2,4.8,4.3,Not Specified,1217
4.9,4.8,4.9,4.9,4.8,4.8,4.9,5.0,Good,1218
4.8,3.6,4.8,4.7,4.7,4.7,4.8,4.8,Great,1219
4.8,4.4,4.8,4.9,4.9,4.5,4.9,4.8,Good,1220
4.8,4.8,4.8,4.8,4.8,4.6,4.9,4.8,Great,1221
4.9,4.8,4.9,4.8,5.0,4.9,5.0,5.0,Good,1222
4.6,3.5,4.7,4.7,4.5,4.4,4.8,4.5,Fair,1223
4.5,4.4,4.4,4.3,4.6,4.5,4.6,4.6,Great,1224
4.9,4.5,4.8,4.8,4.9,4.8,4.9,4.9,Good,1225
4.9,5.0,4.9,4.8,4.9,4.7,4.9,4.8,Great,1226
4.6,2.1,4.7,4.7,4.5,4.4,4.7,4.6,Good,1227
4.8,4.6,4.9,4.8,4.8,4.6,4.8,4.7,Good,1228
4.3,4.3,4.4,4.2,4.4,4.2,4.2,4.2,Not Specified,1229
4.8,4.6,4.9,4.8,4.8,4.6,4.8,4.7,Great,1230
4.8,4.8,4.8,4.7,4.9,4.7,4.8,4.7,Good,1231
4.9,4.8,4.8,4.9,4.9,4.7,4.9,4.8,Good,1232
4.5,4.5,5.0,4.0,4.5,4.0,4.0,4.5,Fair,1233
4.8,4.3,4.9,4.8,4.7,4.7,4.7,4.8,Great,1234
4.8,4.6,4.8,4.8,4.8,4.5,4.8,4.7,Good,1235
4.8,4.8,4.8,4.8,4.8,4.5,4.8,4.7,Fair,1236
4.3,4.8,4.4,4.3,4.2,4.2,4.5,4.4,Good,1237
4.7,4.5,4.8,4.6,4.8,4.5,4.8,4.6,Great,1238
4.8,1.3,4.8,4.8,4.7,4.7,4.8,4.8,Good,1239
4.8,4.5,4.9,4.8,4.8,4.7,4.8,4.9,Good,1240
5.0,4.7,5.0,5.0,5.0,4.5,5.0,5.0,Not Specified,1241
4.9,2.9,5.0,4.9,4.9,4.7,4.9,4.9,Fair,1242
4.8,3.7,4.7,4.7,4.7,4.7,4.8,4.8,Great,1243
4.6,3.7,4.7,4.6,4.8,4.4,4.8,4.6,Good,1244
4.6,4.5,4.7,4.6,4.6,4.5,4.7,4.6,Good,1245
4.6,4.8,4.5,4.7,4.7,4.3,4.8,4.7,Great,1246
4.8,4.6,4.8,4.9,4.9,4.7,4.9,4.8,Great,1247
4.9,4.6,4.9,4.8,4.9,4.8,4.9,4.9,Great,1248
4.7,4.6,4.5,4.5,4.7,4.7,4.6,4.8,Fair,1249
4.3,4.8,4.2,4.5,4.1,3.9,4.9,4.2,Good,1250
4.9,4.9,4.9,4.9,5.0,4.6,4.9,4.9,Great,1251
4.7,4.6,4.9,4.7,4.8,4.4,4.8,4.8,Great,1252
4.3,4.6,4.2,4.3,4.5,3.9,4.8,4.4,Good,1253
4.6,4.7,4.7,4.6,4.5,4.4,4.6,4.8,Good,1254
4.1,3.4,4.0,4.7,4.0,3.7,4.7,3.7,Good,1255
4.8,4.6,4.8,4.8,4.8,4.6,4.6,4.8,Good,1256
4.7,3.1,4.8,4.8,4.6,4.6,4.8,4.7,Great,1257
4.3,3.1,3.8,4.1,4.4,4.3,4.7,4.4,Great,1258
4.8,1.6,4.8,4.8,4.8,4.6,4.9,4.8,Great,1259
4.7,4.4,4.9,4.8,4.6,4.5,4.9,4.7,Good,1260
4.6,4.5,4.8,4.8,4.6,4.5,4.7,4.6,Good,1261
4.7,4.6,4.8,4.7,4.7,4.7,4.8,4.8,Good,1262
5.0,4.8,5.0,5.0,5.0,4.9,5.0,4.9,Good,1263
4.9,3.1,4.9,4.9,4.9,4.8,4.8,4.9,Good,1264
4.8,4.6,4.8,4.9,4.9,4.5,4.9,4.9,Good,1265
4.8,4.7,4.8,4.9,4.9,4.6,4.7,4.8,Fair,1266
4.0,4.2,4.1,4.2,4.3,3.7,4.2,3.8,Good,1267
4.5,4.5,4.5,4.5,4.4,4.4,4.6,4.6,Great,1268
4.9,4.3,5.0,4.0,5.0,5.0,5.0,5.0,Fair,1269
4.8,3.5,4.8,4.9,4.9,4.5,4.9,4.8,Fair,1270
4.7,3.5,4.8,4.8,4.7,4.6,4.7,4.7,Great,1271
4.7,3.0,4.8,4.7,4.8,4.7,4.6,4.8,Fair,1272
4.8,4.4,4.9,4.9,4.8,4.9,4.8,4.8,Not Specified,1273
4.8,4.6,4.8,4.7,4.8,4.7,4.8,4.8,Great,1274
4.9,3.6,4.8,4.7,4.8,4.9,4.8,5.0,Great,1275
4.8,3.1,4.9,4.8,4.9,4.5,4.9,4.9,Good,1276
4.9,4.0,5.0,4.9,4.8,4.8,4.9,4.9,Good,1277
4.9,4.3,4.9,4.9,5.0,4.6,4.9,4.9,Great,1278
4.7,4.6,4.9,4.8,4.6,4.6,4.9,4.6,Fair,1279
4.7,4.3,4.9,4.7,4.6,4.8,4.6,4.9,Good,1280
4.8,4.8,4.9,4.8,4.6,4.6,4.8,4.9,Good,1281
4.7,4.5,4.8,4.7,4.8,4.5,4.8,4.6,Great,1282
4.9,4.5,4.9,4.9,4.9,4.6,4.9,4.8,Fair,1283
4.6,4.6,4.6,4.5,4.6,4.5,4.7,4.5,Great,1284
4.5,4.7,4.7,4.6,4.5,4.3,4.7,4.3,Good,1285
5.0,4.7,5.0,4.9,4.9,5.0,5.0,4.9,Great,1286
3.0,4.9,3.0,4.0,5.0,2.0,4.0,1.0,Good,1287
4.8,4.0,4.7,4.7,4.7,4.7,4.8,4.8,Great,1288
4.8,5.0,4.9,4.9,4.7,4.7,4.9,4.7,Good,1289
4.7,4.1,4.8,4.6,4.7,4.5,4.7,4.7,Good,1290
4.8,4.9,4.8,4.8,4.8,4.4,4.8,4.8,Good,1291
4.3,4.1,4.6,4.5,4.2,4.1,4.6,4.2,Great,1292
4.8,4.8,4.8,4.8,4.8,4.7,4.9,4.9,Great,1293
4.8,4.7,4.9,4.7,4.7,4.7,4.8,4.8,Good,1294
4.7,4.8,4.8,4.6,4.7,4.6,4.8,4.8,Good,1295
4.8,3.8,4.8,4.7,4.8,4.7,4.8,4.9,Good,1296
4.7,4.4,4.7,4.6,4.6,4.6,4.8,4.7,Good,1297
4.8,4.6,4.9,4.8,4.8,4.7,4.9,4.8,Good,1298
4.6,2.3,4.6,4.6,4.5,4.4,4.7,4.6,Fair,1299
4.9,4.7,5.0,4.9,4.9,4.8,5.0,4.9,Good,1300
4.7,4.6,4.8,4.8,4.7,4.7,4.8,4.8,Good,1301
4.6,4.9,4.9,4.2,4.8,4.1,4.6,4.9,Great,1302
4.7,4.4,4.7,4.6,4.7,4.6,4.9,4.8,Good,1303
4.7,4.8,4.6,4.6,4.7,4.8,4.7,4.9,Good,1304
4.5,4.6,4.5,4.4,4.6,4.6,4.5,4.7,Good,1305
4.8,4.3,4.9,5.0,4.9,4.6,4.9,4.9,Good,1306
5.0,4.6,5.0,5.0,5.0,5.0,5.0,5.0,Not Specified,1307
4.9,4.6,5.0,5.0,4.8,4.6,4.9,5.0,Good,1308
4.6,3.0,4.6,4.5,4.6,4.5,4.7,4.7,Fair,1309
4.8,4.6,4.8,4.7,4.7,4.7,4.9,4.8,Good,1310
4.7,4.6,4.7,4.7,4.7,4.7,4.8,4.8,Good,1311
4.9,4.5,4.9,4.9,4.9,4.6,5.0,5.0,Great,1312
4.7,2.4,4.8,4.6,4.6,4.5,4.6,4.8,Good,1313
4.8,4.4,4.9,4.8,4.7,4.7,4.7,4.8,Good,1314
4.7,3.4,4.8,4.7,4.5,4.6,4.8,4.6,Good,1315
4.5,3.7,4.4,4.4,4.5,4.6,4.6,4.6,Not Specified,1316
4.5,4.1,5.0,4.7,5.0,3.7,4.0,4.0,Great,1317
4.9,4.5,4.8,4.8,5.0,4.5,4.9,5.0,Good,1318
4.9,2.3,4.7,4.7,5.0,5.0,4.9,5.0,Good,1319
4.8,4.9,4.3,4.3,5.0,4.7,5.0,5.0,Fair,1320
4.9,4.6,5.0,4.9,4.8,4.9,5.0,5.0,Good,1321
4.9,4.6,5.0,4.9,4.9,4.8,4.9,4.9,Great,1322
4.6,1.6,4.7,4.6,4.6,4.3,4.8,4.8,Great,1323
4.5,3.7,4.5,4.5,4.6,4.3,4.7,4.4,Great,1324
4.7,4.6,4.8,4.7,4.7,4.4,4.8,4.7,Fair,1325
4.7,4.7,4.8,4.7,4.7,4.4,4.8,4.7,Good,1326
5.0,4.8,5.0,5.0,5.0,4.7,5.0,4.9,Good,1327
4.8,4.3,4.9,4.8,4.7,4.7,4.7,4.8,Good,1328
4.8,4.6,4.8,4.8,4.8,4.6,4.9,4.8,Great,1329
5.0,1.8,5.0,5.0,5.0,4.7,5.0,4.9,Fair,1330
4.8,4.8,4.8,4.8,4.9,4.5,4.8,4.9,Fair,1331
4.7,4.4,4.7,4.7,4.8,4.3,4.8,4.6,Great,1332
4.0,4.9,4.1,4.2,4.3,3.7,4.2,3.8,Great,1333
4.8,4.5,4.8,4.8,4.8,4.7,4.9,4.9,Great,1334
4.8,4.6,4.8,4.8,4.6,4.7,4.9,4.9,Great,1335
4.8,4.6,4.8,4.8,4.8,4.6,4.8,4.8,Good,1336
4.1,3.0,3.9,4.0,4.1,3.9,4.5,4.3,Good,1337
4.6,4.6,4.7,4.7,4.9,4.4,4.7,4.6,Good,1338
4.8,4.3,4.5,4.8,4.9,4.5,5.0,4.7,Good,1339
4.8,4.5,4.9,5.0,4.9,4.6,4.9,4.9,Good,1340
4.7,4.6,4.9,4.8,4.8,4.5,4.7,4.7,Good,1341
4.8,3.0,4.8,4.7,4.7,4.7,4.8,4.8,Great,1342
5.0,4.6,5.0,5.0,5.0,5.0,5.0,5.0,Good,1343
5.0,4.6,4.9,5.0,4.9,5.0,5.0,5.0,Good,1344
4.8,4.7,4.9,4.7,4.7,4.6,4.8,4.9,Good,1345
4.8,4.9,4.8,4.8,4.8,4.8,4.9,4.9,Great,1346
4.6,4.2,4.7,4.6,4.5,4.5,4.7,4.6,Good,1347
4.7,4.2,4.9,4.8,4.6,4.5,4.9,4.7,Good,1348
4.7,4.3,4.8,4.7,4.8,4.5,4.8,4.6,Good,1349
4.7,4.3,4.9,4.7,4.6,4.5,4.7,4.7,Great,1350
4.6,4.3,4.8,4.6,4.5,4.5,4.7,4.6,Great,1351
4.7,4.6,5.0,4.9,4.9,4.4,4.7,4.6,Fair,1352
4.7,4.7,4.7,4.6,4.7,4.5,4.7,4.8,Good,1353
4.7,4.8,4.9,4.8,4.6,4.5,4.8,4.6,Good,1354
4.6,5.0,4.5,5.0,5.0,3.0,5.0,4.5,Not Specified,1355
4.8,4.9,4.9,4.8,4.7,4.7,4.7,4.8,Fair,1356
4.6,4.0,4.8,4.6,4.5,4.5,4.7,4.6,Good,1357
4.0,4.8,4.4,4.4,4.1,3.5,4.5,3.5,Great,1358
4.8,3.5,4.9,4.8,4.8,4.9,4.9,4.8,Great,1359
4.8,4.3,4.9,4.9,4.7,4.8,4.9,4.8,Good,1360
4.8,4.5,4.8,4.7,4.8,4.7,4.8,4.9,Good,1361
4.3,4.5,4.3,4.4,4.2,4.3,4.5,4.3,Great,1362
4.8,4.5,4.8,4.8,4.7,4.7,4.8,4.8,Good,1363
4.7,4.9,4.8,4.6,4.6,4.6,4.7,4.7,Good,1364
4.8,4.5,4.8,4.8,4.7,4.6,4.9,4.8,Good,1365
4.5,2.1,4.7,4.6,4.5,3.9,4.5,4.4,Fair,1366
4.8,4.6,4.8,4.8,4.7,4.6,4.9,4.8,Good,1367
4.7,4.6,4.9,4.8,4.8,4.4,4.8,4.7,Good,1368
4.8,4.5,4.8,4.8,4.8,4.7,4.9,4.9,Good,1369
4.6,3.2,4.8,4.8,4.6,4.5,4.7,4.6,Good,1370
4.6,4.8,4.7,4.7,4.5,4.4,4.8,4.5,Fair,1371
4.7,4.4,4.8,4.7,4.7,4.7,4.7,4.7,Fair,1372
4.7,3.5,4.7,4.6,4.7,4.6,4.9,4.8,Great,1373
4.8,4.5,4.9,4.8,4.7,4.7,4.7,4.8,Great,1374
4.9,4.6,4.8,4.8,5.0,4.9,5.0,4.8,Good,1375
4.8,4.2,4.8,4.7,4.8,4.7,4.8,4.9,Good,1376
4.7,3.4,4.7,4.8,4.6,4.7,4.8,4.8,Good,1377
4.8,4.8,4.8,4.7,4.8,4.7,4.9,4.9,Good,1378
4.3,4.5,4.0,4.3,4.4,4.2,4.7,4.5,Fair,1379
4.7,2.6,4.7,4.7,4.5,4.6,4.8,4.7,Good,1380
4.7,4.7,4.8,4.6,4.7,4.7,4.7,4.9,Good,1381
4.9,4.5,5.0,4.9,4.9,4.8,4.9,4.9,Good,1382
4.0,4.6,4.2,4.3,4.0,3.4,4.6,3.4,Fair,1383
4.8,4.7,4.9,4.7,4.9,4.6,4.8,4.8,Great,1384
4.8,4.6,4.9,4.7,4.9,4.7,4.8,4.8,Good,1385
4.8,3.3,4.8,4.8,4.8,4.5,4.9,4.8,Good,1386
4.8,4.5,4.8,4.8,4.8,4.8,4.9,4.8,Great,1387
4.3,3.9,4.6,4.6,4.0,3.9,4.6,4.1,Good,1388
4.5,3.9,4.7,4.6,4.5,4.3,4.8,4.3,Great,1389
3.0,5.0,3.0,4.0,5.0,2.0,4.0,1.0,Good,1390
5.0,4.8,5.0,5.0,5.0,4.7,5.0,5.0,Great,1391
4.0,4.2,4.4,4.4,4.1,3.5,4.5,3.5,Great,1392
4.8,4.9,4.8,4.8,4.8,4.6,4.9,4.8,Great,1393
4.7,4.7,4.8,4.6,4.6,4.5,4.6,4.8,Good,1394
5.0,4.5,5.0,4.8,5.0,5.0,5.0,5.0,Good,1395
4.8,4.5,4.7,4.9,4.8,4.6,4.9,4.8,Fair,1396
4.9,5.0,5.0,4.9,4.9,4.7,4.9,4.9,Great,1397
4.9,4.3,5.0,5.0,5.0,4.0,5.0,5.0,Great,1398
4.9,3.7,5.0,4.9,4.9,4.7,4.9,4.9,Great,1399
4.6,3.7,5.0,4.8,4.4,4.4,4.7,4.3,Great,1400
4.6,3.7,5.0,4.8,4.4,4.4,4.7,4.3,Not Specified,1401
4.7,4.9,4.9,4.7,4.8,4.6,4.8,4.6,Great,1402
4.7,4.7,4.9,4.8,4.6,4.5,4.9,4.7,Good,1403
4.5,4.7,4.6,4.7,4.3,4.5,4.6,4.5,Good,1404
4.7,4.4,4.7,4.6,4.7,4.6,4.8,4.8,Good,1405
4.7,4.6,4.7,4.7,4.8,4.3,4.8,4.6,Good,1406
4.7,4.6,4.8,4.6,4.8,4.7,4.5,4.8,Good,1407
4.0,4.6,4.1,4.2,4.3,3.7,4.2,3.8,Good,1408
4.6,4.9,4.8,4.7,4.6,4.5,4.7,4.6,Good,1409
5.0,4.4,5.0,5.0,5.0,4.7,5.0,5.0,Good,1410
4.7,4.5,4.7,4.7,4.8,4.3,4.8,4.6,Great,1411
4.7,4.3,4.8,4.8,4.8,4.5,4.8,4.7,Fair,1412
4.7,4.4,4.7,4.7,4.7,4.5,4.7,4.7,Good,1413
4.7,4.8,4.8,4.8,4.7,4.6,4.8,4.8,Good,1414
4.8,4.4,4.8,4.7,4.8,4.7,4.9,4.9,Good,1415
4.7,4.9,4.8,4.6,4.6,4.5,4.6,4.8,Good,1416
4.7,3.8,4.7,4.7,4.6,4.7,4.8,4.8,Great,1417
4.8,4.5,4.8,4.7,4.7,4.7,4.8,4.9,Good,1418
4.8,4.2,4.8,4.8,4.6,4.8,4.9,4.9,Not Specified,1419
4.9,3.4,5.0,5.0,5.0,4.3,5.0,5.0,Good,1420
4.7,4.3,4.6,4.7,4.7,4.5,4.9,4.5,Fair,1421
4.7,3.6,4.8,4.7,4.7,4.7,4.7,4.7,Great,1422
4.2,4.1,4.4,4.1,4.1,4.2,4.3,4.3,Great,1423
4.8,4.5,4.9,4.8,4.8,4.6,5.0,4.9,Good,1424
4.6,3.8,4.7,4.4,4.6,4.4,4.5,4.8,Great,1425
4.5,2.4,4.6,4.7,4.5,4.3,4.8,4.4,Good,1426
4.4,4.5,4.4,4.3,4.3,4.4,4.5,4.7,Fair,1427
4.6,4.8,4.8,4.7,4.5,4.2,4.7,4.7,Good,1428
4.8,4.8,4.8,4.6,4.7,4.7,4.9,4.9,Good,1429
4.8,4.8,4.9,4.8,4.9,4.7,4.9,4.8,Good,1430
3.5,4.3,3.7,4.2,3.3,3.0,4.5,2.9,Good,1431
4.8,4.4,4.8,4.9,4.9,4.7,4.9,4.8,Good,1432
4.6,4.1,4.8,4.7,4.6,4.4,4.7,4.5,Great,1433
4.8,4.1,4.9,4.9,4.8,4.6,4.8,4.7,Good,1434
4.8,3.4,4.8,4.7,4.9,4.7,4.8,4.7,Good,1435
4.8,4.8,4.9,4.8,4.8,4.7,4.8,4.8,Fair,1436
4.8,4.3,4.8,4.7,4.7,4.7,4.7,4.9,Great,1437
4.3,4.6,4.6,4.5,4.2,4.1,4.6,4.2,Fair,1438
4.8,4.3,4.9,4.7,4.8,4.7,4.7,4.8,Good,1439
4.7,4.7,4.8,4.8,4.7,4.6,4.7,4.7,Good,1440
4.6,2.7,4.8,4.6,4.6,4.5,4.5,4.4,Good,1441
4.8,4.7,4.8,4.8,4.8,4.6,4.7,4.8,Great,1442
4.8,3.3,4.8,4.7,4.8,4.7,4.8,4.9,Great,1443
4.3,4.1,4.5,4.3,4.2,4.3,4.4,4.4,Good,1444
4.4,4.5,4.6,4.4,4.3,4.3,4.6,4.4,Fair,1445
4.9,4.6,4.8,4.8,4.9,4.8,4.9,4.9,Great,1446
4.3,3.4,4.4,4.3,4.2,4.2,4.5,4.4,Great,1447
4.7,4.8,4.9,4.7,4.8,4.6,4.8,4.6,Great,1448
4.9,4.7,4.9,4.9,5.0,4.6,4.9,4.9,Fair,1449
4.9,4.7,4.9,5.0,5.0,4.7,4.9,4.9,Good,1450
4.8,4.7,4.9,4.8,4.9,4.5,4.9,4.8,Good,1451
4.8,4.0,4.9,4.8,4.8,4.6,4.9,4.7,Great,1452
4.5,3.0,4.6,4.7,4.3,4.5,4.6,4.5,Good,1453
4.9,4.6,5.0,5.0,5.0,4.7,4.9,4.9,Good,1454
4.9,4.7,4.9,4.8,4.9,4.8,4.8,5.0,Good,1455
4.6,4.9,4.6,4.4,4.7,4.2,4.5,4.7,Great,1456
4.6,4.2,4.6,4.4,4.7,4.6,4.8,4.5,Good,1457
4.8,4.7,4.8,4.8,4.8,4.7,4.8,4.9,Good,1458
4.9,4.2,5.0,4.9,4.9,4.7,4.9,4.9,Great,1459
4.9,4.7,4.9,4.9,5.0,4.7,4.9,4.9,Fair,1460
4.6,3.4,4.8,4.6,4.5,4.5,4.7,4.6,Good,1461
4.1,4.7,4.5,4.6,4.0,3.4,4.5,3.5,Good,1462
4.7,4.8,4.8,4.8,4.6,4.7,4.8,4.8,Good,1463
4.8,4.3,4.8,4.7,4.7,4.6,4.9,4.8,Good,1464
4.9,3.6,4.9,4.9,5.0,4.6,4.9,4.9,Fair,1465
4.9,5.0,5.0,4.9,4.9,4.8,4.9,4.9,Good,1466
4.8,4.6,4.9,4.9,4.8,4.4,4.9,4.6,Fair,1467
4.8,4.4,4.9,4.8,4.8,4.8,4.9,4.9,Good,1468
4.8,4.6,4.8,4.9,4.9,4.5,4.9,4.8,Fair,1469
4.1,4.6,4.6,4.5,3.7,3.7,4.7,3.5,Not Specified,1470
4.8,4.8,4.8,4.8,4.8,4.8,4.9,4.8,Great,1471
4.8,4.7,4.9,4.8,4.7,4.7,4.7,4.8,Great,1472
4.6,4.4,4.7,4.5,4.5,4.5,4.8,4.7,Good,1473
4.3,3.5,4.6,4.4,4.6,4.0,4.2,4.4,Great,1474
3.1,4.5,3.0,2.8,3.2,3.0,3.3,2.8,Good,1475
4.8,4.3,4.8,4.8,4.8,4.8,4.9,4.9,Great,1476
4.9,4.9,4.9,5.0,4.9,4.6,5.0,4.9,Not Specified,1477
4.8,4.6,4.9,4.8,4.9,4.4,4.8,5.0,Good,1478
4.6,4.6,4.3,4.9,4.9,4.1,4.9,4.6,Good,1479
4.8,2.2,4.8,4.8,4.7,4.7,4.8,4.8,Good,1480
4.8,3.4,4.9,4.9,4.8,4.4,4.9,4.6,Fair,1481
4.7,4.5,4.8,4.6,4.8,4.5,4.8,4.6,Good,1482
4.8,3.9,4.8,4.8,4.8,4.6,4.9,4.8,Good,1483
4.7,4.9,4.8,4.7,4.7,4.7,4.7,4.7,Great,1484
4.8,4.9,4.9,4.8,4.8,4.7,4.8,4.9,Great,1485
4.7,3.0,4.8,4.7,4.6,4.7,4.8,4.8,Good,1486
4.7,4.8,4.8,4.6,4.7,4.6,4.7,4.8,Fair,1487
4.8,3.7,4.9,4.8,4.8,4.6,4.9,4.8,Good,1488
4.6,3.9,4.6,4.5,4.6,4.5,4.7,4.5,Great,1489
4.8,4.0,4.6,4.7,4.8,4.7,4.9,4.7,Good,1490
4.8,2.8,4.9,4.9,4.8,4.6,4.9,4.8,Good,1491
4.8,4.6,4.9,4.8,4.8,4.8,4.9,4.9,Good,1492
4.8,4.4,4.9,4.9,4.8,4.6,4.8,4.7,Great,1493
4.7,4.8,4.7,4.7,4.7,4.6,4.7,4.7,Good,1494
4.8,2.0,4.8,4.8,4.8,4.5,4.8,4.7,Great,1495
4.3,2.0,4.6,4.6,4.0,3.9,4.6,4.1,Great,1496
4.8,2.8,4.9,4.8,4.7,4.7,4.7,4.8,Good,1497
4.8,4.3,4.9,4.9,4.8,4.6,4.8,4.7,Great,1498
4.8,4.7,4.9,4.9,4.8,4.4,4.9,4.6,Good,1499
4.9,4.8,4.9,4.8,4.9,4.8,4.8,5.0,Good,1500
4.6,3.6,4.7,4.7,4.5,4.4,4.8,4.5,Good,1501
5.0,4.7,5.0,5.0,5.0,4.7,5.0,4.9,Great,1502
4.8,3.3,4.8,4.8,4.8,4.7,4.8,4.8,Great,1503
4.3,4.5,4.6,4.5,4.0,3.9,4.6,4.1,Good,1504
4.8,5.0,4.9,4.9,4.8,4.8,4.9,4.8,Good,1505
4.8,4.4,4.8,4.8,4.7,4.8,4.9,4.8,Good,1506
4.9,2.1,4.8,4.8,5.0,4.7,4.9,4.9,Not Specified,1507
4.8,4.5,4.9,4.8,4.8,4.7,4.9,4.7,Great,1508
4.9,4.7,4.9,4.8,4.9,4.8,4.8,5.0,Great,1509
4.9,4.8,5.0,4.9,4.8,4.8,4.9,4.8,Good,1510
4.9,4.6,4.9,4.9,5.0,4.6,5.0,4.8,Good,1511
4.9,4.6,4.9,4.8,4.9,4.8,4.8,5.0,Good,1512
4.8,4.8,4.8,4.7,4.9,4.7,4.8,4.7,Fair,1513
4.6,3.5,4.7,4.6,4.6,4.3,4.8,4.8,Good,1514
4.8,4.6,4.8,4.8,4.7,4.6,4.9,4.8,Great,1515
4.9,4.9,5.0,5.0,4.8,4.7,5.0,4.9,Great,1516
4.3,4.6,4.4,4.3,4.2,4.2,4.5,4.4,Great,1517
4.7,4.9,4.7,4.7,4.9,4.7,4.8,4.7,Good,1518
4.6,4.8,4.8,4.7,4.6,4.5,4.7,4.6,Great,1519
4.8,4.6,4.8,4.7,4.7,4.6,4.8,4.8,Good,1520
4.8,4.8,4.8,4.9,4.9,4.5,4.9,4.8,Good,1521
4.7,1.8,4.8,4.8,4.7,4.6,4.8,4.8,Good,1522
4.5,4.3,4.7,4.6,4.6,4.4,4.6,4.5,Great,1523
4.8,4.6,4.8,4.8,4.7,4.7,4.8,4.8,Great,1524
4.7,4.7,4.8,4.6,4.6,4.5,4.6,4.8,Great,1525
4.7,4.7,4.7,4.6,4.6,4.6,4.8,4.7,Good,1526
4.9,4.6,4.9,4.8,4.8,4.8,4.9,4.9,Good,1527
