Year,Make,Model,Drivetrain,MinMPG,MaxMPG,FuelType,Transmission,Engine,ID_Vehiculo
2020,Lincoln,Corsair Reserve,AWD,21,29,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,575
2015,Chevrolet,Corvette Stingray,RWD,17,29,Gasoline,Automatic,6.2L V8 16V GDI OHV,576
2021,Toyota,RAV4 LE,AWD,27,34,Gasoline,Automatic,2.5L I4 16V PDI DOHC,577
2016,Gmc,Sierra 1500 Denali,4WD,15,21,Gasoline,Automatic,5.3L V8 16V GDI OHV,578
2019,Honda,Accord Sport,FWD,29,35,Gasoline,CVT,1.5L I4 16V GDI DOHC Turbo,579
2019,Cadillac,XT5 Premium Luxury,FWD,19,26,Gasoline,Automatic,3.6L V6 24V GDI DOHC,580
2020,Volvo,XC90 T6 Momentum 7 Passenger,AWD,18,26,Gasoline,Automatic,2.0L I4 16V GDI DOHC,581
2021,Hyundai,Palisade Limited,FWD,19,26,Gasoline,Automatic,3.8L V6 24V GDI DOHC,582
2021,Bmw,330 i,RWD,26,36,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,583
2019,Honda,Passport EX-L,FWD,20,25,Gasoline,Automatic,3.5L V6 24V GDI SOHC,584
2009,Ford,Focus SE,FWD,24,0,Gasoline,Manual,2.0L DOHC 16-valve I4 Duratec engine,585
2019,Ford,F-150 Raptor,4WD,15,18,Gasoline,Automatic,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,586
2018,Mercedes-Benz,E-Class E 300,AWD,21,29,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,587
2018,Bmw,X5 xDrive35i,AWD,18,24,Gasoline,Automatic,3.0L I6 24V GDI DOHC Turbo,588
2020,Toyota,Highlander Hybrid Platinum,AWD,35,34,Hybrid,CVT,2.5L I4 16V PDI DOHC Hybrid,589
2020,Jeep,Gladiator Rubicon,4WD,16,23,Gasoline,Automatic,3.6L V6 24V MPFI DOHC,590
2020,Jaguar,F-PACE 25t Prestige,AWD,22,27,Gasoline,Automatic,I4,591
2019,Honda,HR-V Sport,AWD,26,31,Gasoline,CVT,1.8L I4 16V MPFI SOHC,592
2014,Mercedes-Benz,E-Class E 350 4MATIC,AWD,21,29,Gasoline,Automatic,3.5L V6 24V GDI DOHC,593
2019,Mercedes-Benz,AMG GLE 43 Coupe 4MATIC,AWD,17,22,Gasoline,Automatic,V6 Cylinder Engine,594
2021,Hyundai,Palisade Limited,AWD,19,24,Gasoline,Automatic,3.8L V6 24V GDI DOHC,595
2021,Bmw,X3 xDrive30i,AWD,23,29,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,596
2020,Nissan,Rogue Sport S,AWD,24,30,Gasoline,CVT,2.0L I4 16V GDI DOHC,597
2019,Ford,Explorer XLT,FWD,17,24,Gasoline,Automatic,3.5L V6 24V MPFI DOHC,598
2019,Ford,F-150 XLT,4WD,18,23,Gasoline,Automatic,5.0L V8 32V PDI DOHC,599
2017,Acura,MDX 3.5L w/Technology Package,AWD,18,26,Gasoline,Automatic,3.5L V6 24V GDI SOHC,600
2018,Bmw,328d xDrive,AWD,30,40,Diesel,Automatic,2.0L I4 16V DDI DOHC Turbo Diesel,601
2020,Mazda,CX-9 Signature,AWD,20,26,Gasoline,Automatic,2.5L,602
2021,Lexus,ES 350 F Sport,FWD,22,31,Gasoline,Automatic,3.5L V6 24V PDI DOHC,603
2018,Kia,Forte S,FWD,25,37,Gasoline,Automatic,2.0L I4 16V MPFI DOHC,604
2019,Infiniti,QX80 Luxe,AWD,13,19,Gasoline,Automatic,5.6L V8 32V GDI DOHC,605
2014,Gmc,Sierra 1500 SLT,4WD,16,22,Flex Fuel,Automatic,5.3L V8 16V GDI OHV Flexible Fuel,606
2019,Gmc,Terrain SLT,FWD,26,30,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,607
2016,Ford,Explorer Limited,FWD,17,24,Gasoline,Automatic,3.5L V6 24V MPFI DOHC,608
2017,Toyota,RAV4 Hybrid Limited,AWD,34,30,Hybrid,CVT,2.5L I4 16V MPFI DOHC Hybrid,609
2020,Dodge,Durango GT,AWD,18,25,Gasoline,Automatic,3.6L V6 24V MPFI DOHC,610
2019,Dodge,Charger SXT,RWD,19,0,Gasoline,Automatic,3.6L,611
2008,Bmw,335 335i,RWD,19,29,Gasoline,Automatic,3.0L DOHC 24-valve DI I6 twin-turbocharged engine-inc: double-VA,612
2020,Jaguar,F-PACE SVR,AWD,16,21,Gasoline,Automatic,V8,613
2007,Bmw,750 Li,RWD,17,23,Gasoline,Automatic,8 Cylinder Engine,614
2019,Toyota,Highlander XLE,AWD,20,26,Gasoline,Automatic,3.5L V6 24V PDI DOHC,615
2017,Ford,Edge Titanium,AWD,20,27,Gasoline,Automatic,3.5L V6 24V MPFI DOHC,616
2017,Hyundai,Santa Fe SE Ultimate,AWD,17,24,Gasoline,Automatic,3.3L V6 24V GDI DOHC,617
2017,Ford,Edge Titanium,AWD,20,27,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,618
2017,Gmc,Acadia Denali,FWD,18,25,Gasoline,Automatic,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,619
2016,Mercedes-Benz,E-Class E 350 4MATIC,AWD,20,28,Gasoline,Automatic,3.5L V6 24V GDI DOHC,620
2020,Chevrolet,Traverse LT Cloth,AWD,17,25,Gasoline,Automatic,3.6L V6 24V GDI DOHC,621
2015,Bmw,X5 xDrive50i,AWD,15,22,Gasoline,Automatic,4.4L V8 32V GDI DOHC Twin Turbo,622
2005,Honda,CR-V EX,4WD,22,27,Gasoline,Automatic,2.4L I4 16V MPFI DOHC,623
2014,Audi,S4 3.0T Premium Plus,AWD,18,28,Gasoline,Automatic,3.0L V6 24V GDI DOHC Supercharged,624
2018,Lincoln,MKX Select,FWD,17,25,Gasoline,Automatic,3.7L V6 24V MPFI DOHC,625
2018,Kia,Optima S,FWD,23,32,Gasoline,Automatic,2.4L I4 16V GDI DOHC,626
2019,Cadillac,XT5 Luxury,AWD,18,25,Gasoline,Automatic,3.6L V6 24V GDI DOHC,627
2020,Mercedes-Benz,GLB 250 Base 4MATIC,AWD,23,31,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,628
2021,Jeep,Grand Cherokee Limited,4WD,18,25,Gasoline,Automatic,5.7L V8 16V MPFI OHV,629
2020,Toyota,Camry SE,FWD,28,39,Gasoline,Automatic,2.5L I4 16V PDI DOHC,630
2019,Gmc,Acadia Denali,FWD,18,25,Gasoline,Automatic,3.6L V6 24V GDI DOHC,631
2019,Lexus,RX 350 Base,FWD,20,28,Gasoline,Automatic,3.5L V6 24V PDI DOHC,632
2017,Mercedes-Benz,GLE 350 Base,RWD,18,23,Gasoline,Automatic,Premium Unleaded V-6 3.5 L/213,633
2020,Mazda,CX-5 Grand Touring,FWD,25,31,Gasoline,Automatic,2.5L I4 16V GDI DOHC,634
2021,Volkswagen,Tiguan 2.0T SEL Premium R-Line,AWD,21,27,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,635
2014,Land,Rover Range Rover 5.0L Supercharged Autobiography,4WD,14,19,Gasoline,Automatic,5.0L V8 32V GDI DOHC Supercharged,636
2015,Land,Rover Range Rover 3.0L Supercharged HSE,4WD,17,23,Gasoline,Automatic,3.0L V6 24V GDI DOHC Supercharged,637
2021,Lexus,RX 350 F SPORT Appearance,AWD,19,26,Gasoline,Automatic,3.5L V6 24V PDI DOHC,638
2019,Volvo,XC60 T6 Inscription,AWD,19,27,Gasoline,Automatic,2.0L I4 16V GDI DOHC,639
2015,Ford,Escape Titanium,FWD,23,32,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,640
2017,Chevrolet,Silverado 1500 2LT,4WD,15,22,Gasoline,Automatic,8 Cylinder Engine,641
2020,Porsche,Macan Base,AWD,19,23,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,642
2018,Lexus,GS 350 F Sport,AWD,19,27,Gasoline,Automatic,3.5L V6 24V PDI DOHC,643
2021,Tesla,Model 3 Long Range,AWD,0,0,Electric,Automatic,Electric Motor Electric Fuel System,644
2019,Nissan,Murano SL,AWD,20,28,Gasoline,CVT,3.5L V6 24V MPFI DOHC,645
2018,Volvo,XC60 T5 Momentum,AWD,22,28,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,646
2019,Lexus,GX 460 Base,4WD,15,18,Gasoline,Automatic,4.6L V8 32V MPFI DOHC,647
2019,Audi,RS 5 2.9T,AWD,17,26,Gasoline,Automatic,2.9L V6 24V GDI DOHC Twin Turbo,648
2017,Lexus,NX 200t F Sport,FWD,22,28,Gasoline,Automatic,2.0L I4 16V PDI DOHC Turbo,649
2018,Lexus,RX 450h 450H,AWD,31,28,Hybrid,CVT,3.5L V6 24V MPFI DOHC Hybrid,650
2012,Lexus,ES 350 Base,FWD,19,28,Gasoline,Automatic,3.5L V6 24V MPFI DOHC,651
2020,Honda,CR-V EX-L,FWD,28,34,Gasoline,CVT,1.5L I4 16V GDI DOHC Turbo,652
2019,Subaru,Outback 3.6R Limited,AWD,20,27,Gasoline,CVT,3.6L H6 24V MPFI DOHC,653
2020,Ford,Fusion Titanium,AWD,20,29,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,654
2017,Toyota,Tundra 1794,4WD,13,17,Flex Fuel,Automatic,5.7L V8 32V MPFI DOHC Flexible Fuel,655
2021,Bmw,X5 xDrive40i,AWD,21,25,Gasoline,Automatic,3.0L I6 24V GDI DOHC Turbo,656
2019,Hyundai,Santa Fe XL Limited Ultimate,FWD,18,23,Gasoline,Automatic,3.3L V6 24V GDI DOHC,657
2021,Nissan,Titan PRO-4X,4WD,15,20,Gasoline,Automatic,5.6L V8 32V GDI DOHC,658
2015,Lexus,RX 350 Base,FWD,18,25,Gasoline,Automatic,3.5L V6 24V MPFI DOHC,659
2021,Bmw,X7 xDrive40i,AWD,19,24,Gasoline,Automatic,3.0L I6 24V GDI DOHC Turbo,660
2013,Lexus,RX 350 Base,FWD,18,25,Gasoline,Automatic,3.5L V6 24V MPFI DOHC,661
2019,Bmw,X4 xDrive30i,AWD,22,29,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,662
2021,Toyota,RAV4 XLE Premium,FWD,28,35,Gasoline,Automatic,2.5L I4 16V PDI DOHC,663
2018,Honda,Civic EX-T,FWD,32,42,Gasoline,CVT,1.5L I4 16V GDI DOHC Turbo,664
2019,Ford,Escape Titanium,4WD,21,27,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,665
2020,Honda,Passport EX-L,AWD,19,24,Gasoline,Automatic,3.5L V6 24V GDI SOHC,666
2022,Hyundai,Tucson Limited,AWD,24,29,Gasoline,Automatic,2.5L I4 16V PDI DOHC,667
2020,Jeep,Wrangler Unlimited Sahara,4WD,17,23,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,668
2017,Audi,Q7 3.0T Prestige,AWD,19,25,Gasoline,Automatic,3.0L V6 24V GDI DOHC Supercharged,669
2022,Genesis,GV70 3.5T Sport,AWD,19,25,Gasoline,Automatic,3.5L V6 24V PDI DOHC Twin Turbo,670
2017,Cadillac,Escalade Luxury,4WD,15,20,Gasoline,Automatic,6.2L V8 16V GDI OHV,671
2020,Toyota,Camry XSE,FWD,27,38,Gasoline,Automatic,2.5L I4 16V PDI DOHC,672
2020,Gmc,Acadia Denali,AWD,18,25,Gasoline,Automatic,3.6L V6 24V GDI DOHC,673
2016,Bmw,740 i,RWD,21,29,Gasoline,Automatic,3.0L I6 24V GDI DOHC Turbo,674
2020,Buick,Envision Essence,AWD,21,27,Gasoline,Automatic,2.5L I4 16V GDI DOHC,675
2021,Hyundai,Palisade Calligraphy,FWD,19,26,Gasoline,Automatic,3.8L V6 24V GDI DOHC,676
2016,Acura,MDX 3.5L AcuraWatch Plus Package,FWD,19,27,Gasoline,Automatic,3.5L V6 24V GDI SOHC,677
2020,Ford,Escape SEL,AWD,26,31,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,678
2020,Ford,Fusion SEL,FWD,23,34,Gasoline,Automatic,1.5L I4 16V GDI DOHC Turbo,679
2019,Honda,CR-V LX,AWD,25,31,Gasoline,CVT,2.4L I4 16V GDI DOHC,680
2017,Honda,Accord EX-L,FWD,26,34,Gasoline,CVT,4 Cylinder Engine,681
2019,Kia,Sorento LX,AWD,21,26,Gasoline,Automatic,2.4L I4 16V GDI DOHC,682
2020,Jeep,Grand Cherokee Limited,4WD,18,25,Gasoline,Automatic,3.6L V6 24V MPFI DOHC,683
2020,Nissan,Murano SL,AWD,20,28,Gasoline,CVT,3.5L V6 24V MPFI DOHC,684
2019,Gmc,Acadia SLT-1,FWD,21,26,Gasoline,Automatic,3.6L V6 24V GDI DOHC,685
2018,Audi,Q5 2.0T Tech Premium,AWD,23,27,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,686
2019,Cadillac,CTS 2.0L Turbo Luxury,RWD,22,30,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,687
2019,Honda,CR-V Touring,AWD,27,33,Gasoline,CVT,1.5L I4 16V GDI DOHC Turbo,688
2018,Bmw,M550 M550i xDrive,AWD,16,25,Gasoline,Automatic,Engine: 4.4L TwinPower Turbo V8,689
2012,Mitsubishi,Outlander SE,FWD,23,28,Gasoline,CVT,2.4L I4 16V MPFI DOHC,690
2014,Mercedes-Benz,CLS-Class CLS 63 AMG S-Model 4MATIC,AWD,16,22,Gasoline,Automatic,5.5L V8 32V GDI DOHC Twin Turbo,691
2021,Kia,Seltos S,AWD,27,31,Gasoline,CVT,2.0L I4 16V MPFI DOHC,692
2020,Chrysler,Pacifica Touring-L,FWD,19,28,Gasoline,Automatic,3.6L V6 24V MPFI DOHC,693
2015,Acura,TLX V6 Tech,AWD,21,31,Gasoline,Automatic,3.5L V6 24V GDI SOHC,694
2008,Chrysler,Aspen Limited,4WD,13,17,Gasoline,Automatic,5.7L V8 16V MPFI OHV,695
2019,Bmw,X1 xDrive28i,AWD,22,31,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,696
2019,Bmw,X5 xDrive40i,AWD,20,26,Gasoline,Automatic,Straight 6 Cylinder Engine,697
2019,Bmw,X7 xDrive40i,AWD,20,25,Gasoline,Automatic,3.0L I6 24V GDI DOHC Turbo,698
2020,Bmw,X3 xDrive30i,AWD,24,29,Gasoline,Automatic,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,699
2019,Kia,Sorento EX,AWD,19,24,Gasoline,Automatic,3.3L V6 24V GDI DOHC,700
2020,Lexus,GS 350 F Sport,RWD,19,27,Gasoline,Automatic,3.5L V6 24V PDI DOHC,701
2019,Toyota,4Runner TRD Pro,4WD,17,20,Gasoline,Automatic,4.0L V6 24V MPFI DOHC,702
2022,Mercedes-Benz,GLB 250 Base 4MATIC,AWD,23,31,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,703
2018,Bmw,330 i xDrive,AWD,23,33,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,704
2014,Toyota,RAV4 LE,FWD,24,31,Gasoline,Automatic,2.5L I4 16V MPFI DOHC,705
2016,Subaru,Outback 2.5i Premium,AWD,25,33,Gasoline,CVT,2.5L H4 16V MPFI DOHC,706
2019,Lexus,RX 350 F Sport,AWD,19,26,Gasoline,Automatic,3.5L V6 24V PDI DOHC,707
2017,Audi,Q7 3.0T Premium Plus,AWD,19,25,Gasoline,Automatic,3.0L V6 24V GDI DOHC Supercharged,708
2017,Mazda,CX-5 Grand Touring,FWD,24,31,Gasoline,Automatic,2.5L I4 16V GDI DOHC,709
2019,Cadillac,CTS 3.6L Luxury,RWD,19,29,Gasoline,Automatic,3.6L V6 24V GDI DOHC,710
2019,Lexus,IS 300 IS 300 F SPORT,RWD,21,30,Gasoline,Automatic,2.0L I4 16V PDI DOHC Turbo,711
2018,Cadillac,XT5 Luxury,AWD,18,25,Gasoline,Automatic,3.6L V6 24V GDI DOHC,712
2015,Chrysler,200 Limited,FWD,23,36,Gasoline,Automatic,2.4L I4 16V MPFI SOHC,713
2020,Ford,Explorer Limited,4WD,20,27,Gasoline,Automatic,2.3L I4 16V GDI DOHC Turbo,714
2021,Tesla,Model 3 Performance,AWD,0,0,Electric,Automatic,Electric Motor Electric Fuel System,715
2019,Mazda,CX-9 Touring,AWD,20,26,Gasoline,Automatic,2.5L V6 24V,716
2020,Jeep,Grand Cherokee Summit,4WD,18,25,Gasoline,Automatic,3.6L V6 24V MPFI DOHC,717
2021,Acura,RDX Technology Package,AWD,21,27,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,718
2019,Mercedes-Benz,A-Class A 220 4MATIC,AWD,24,34,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,719
2016,Cadillac,CT6 3.0L Twin Turbo Luxury,AWD,18,26,Gasoline,Automatic,3.0L V6 24V GDI DOHC Twin Turbo,720
2017,Bmw,X3 xDrive28i,AWD,21,28,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,721
2019,Honda,Civic Sport,FWD,29,36,Gasoline,CVT,2.0L I4 16V MPFI DOHC,722
2021,Mercedes-Benz,E-Class E 350 4MATIC,AWD,22,30,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,723
2020,Toyota,Prius LE,FWD,54,50,Hybrid,CVT,1.8L I4 16V MPFI DOHC Hybrid,724
2021,Cadillac,XT6 Premium Luxury FWD,FWD,19,26,Gasoline,Automatic,3.6L V6 24V GDI DOHC,725
2020,Cadillac,XT5 Sport,AWD,18,25,Gasoline,Automatic,3.6L V6 24V GDI DOHC,726
2020,Toyota,4Runner Limited,RWD,16,19,Gasoline,Automatic,4.0L V6 24V MPFI DOHC,727
2020,Gmc,Acadia SLT,AWD,21,27,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,728
2018,Mazda,CX-5 Grand Touring,AWD,24,30,Gasoline,Automatic,2.5L I4 16V GDI DOHC,729
2019,Chevrolet,Tahoe LT,4WD,15,21,Flex Fuel,Automatic,Gas/Ethanol V8 5.3L/,730
2019,Toyota,Highlander LE Plus,AWD,20,27,Gasoline,Automatic,3.5L V6 24V PDI DOHC,731
2018,Bmw,M550 i xDrive,AWD,16,25,Gasoline,Automatic,4.4L V8 32V GDI DOHC Twin Turbo,732
2020,Ram,1500 Limited,4WD,19,24,Gasoline,Automatic,5.7L V8 16V MPFI OHV,733
2018,Cadillac,XT5 Luxury,FWD,19,26,Gasoline,Automatic,3.6L V6 24V GDI DOHC,734
2014,Mercedes-Benz,G-Class G 550,AWD,12,15,Gasoline,Automatic,5.5L V8 32V MPFI DOHC,735
2018,Cadillac,XTS Luxury,FWD,19,28,Gasoline,Automatic,3.6L V6 24V GDI DOHC,736
2020,Kia,Sportage LX,AWD,22,26,Gasoline,Automatic,2.4L I4 16V GDI DOHC,737
2019,Nissan,Altima 2.5 SL,AWD,26,36,Gasoline,Unknown,4 Cylinder Engine,738
2014,Bmw,435 i xDrive,AWD,20,30,Gasoline,Automatic,3.0L I6 24V GDI DOHC Turbo,739
2016,Porsche,Cayenne GTS,AWD,16,23,Gasoline,Automatic,3.6L V6 24V GDI DOHC Twin Turbo,740
2016,Bmw,X1 xDrive 28i,AWD,22,32,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,741
2019,Land,Rover Range Rover Evoque SE Premium,4WD,22,29,Gasoline,Automatic,I4,742
2020,Land,Rover Range Rover HSE,4WD,19,24,Gasoline,Automatic,V6,743
2020,Mercedes-Benz,CLA 250 Base,FWD,25,35,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,744
2020,Ford,Expedition Limited,4WD,17,22,Gasoline,Automatic,3.5L V6 24V GDI DOHC Twin Turbo,745
2019,Acura,RDX Technology Package,FWD,22,28,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,746
2019,Ram,1500 Limited,RWD,20,25,Gasoline,Automatic,5.7L V8 16V MPFI OHV,747
2017,Nissan,Armada Platinum,AWD,13,18,Gasoline,Automatic,5.6L V8 32V GDI DOHC,748
2016,Tesla,Model X 70D,AWD,101,102,Electric,Automatic,Electric,749
2019,Mercedes-Benz,AMG E 53 Base 4MATIC,AWD,21,28,Gasoline,Automatic,3.0L I6 24V GDI DOHC Turbo,750
2020,Kia,Sorento LX V6,AWD,18,24,Gasoline,Automatic,3.3L V6 24V GDI DOHC,751
2020,Lincoln,MKZ Reserve,FWD,20,31,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,752
2020,Infiniti,QX60 Luxe,FWD,20,27,Gasoline,CVT,3.5L V6 24V GDI DOHC,753
2020,Acura,RDX A-Spec,FWD,22,27,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,754
2019,Bmw,540 i,RWD,21,29,Gasoline,Automatic,3.0L I6 24V GDI DOHC Turbo,755
2015,Lexus,GX 460 Base,4WD,15,20,Gasoline,Automatic,4.6L V8 32V MPFI DOHC,756
2020,Honda,Pilot EX-L,AWD,18,26,Gasoline,Automatic,3.5L V6 24V GDI SOHC,757
2020,Land,Rover Range Rover Evoque S,AWD,20,27,Gasoline,Automatic,I4,758
2020,Nissan,Titan PRO-4X,4WD,15,21,Gasoline,Automatic,5.6L V8 32V GDI DOHC,759
2020,Ford,Explorer XLT,RWD,21,28,Gasoline,Automatic,2.3L I4 16V GDI DOHC Turbo,760
2017,Ford,F-150 Lariat,RWD,19,26,Gasoline,Automatic,5.0L V8 32V MPFI DOHC,761
2017,Subaru,Outback 2.5i Premium,AWD,25,32,Gasoline,CVT,4 Cylinder Engine,762
2019,Audi,A6 55 Premium Plus,AWD,22,29,Gasoline,Automatic,3.0L V6 24V GDI DOHC Turbo,763
2012,Ford,Flex Limited,AWD,16,23,Gasoline,Automatic,3.5L V6 24V MPFI DOHC,764
2020,Mercedes-Benz,AMG C 43 Base 4MATIC,AWD,18,25,Gasoline,Automatic,3.0L V6 24V GDI DOHC Twin Turbo,765
2017,Infiniti,QX80,AWD,13,19,Gasoline,Automatic,5.6L V8 32V GDI DOHC,766
2019,Nissan,Sentra S,FWD,29,37,Gasoline,Unknown,Regular Unleaded I-4 1.8 L/110,767
2021,Mazda,CX-5 Grand Touring,AWD,24,30,Gasoline,Automatic,2.5L I4 16V GDI DOHC,768
2018,Toyota,RAV4 LE,FWD,23,30,Gasoline,Automatic,2.5L I4 16V MPFI DOHC,769
2016,Lexus,NX 200t F Sport,AWD,22,28,Gasoline,Automatic,2.0L I4 16V PDI DOHC Turbo,770
2007,Jaguar,XK,RWD,18,27,Gasoline,Automatic,4.2L V8 32V MPFI DOHC,771
2020,Toyota,Corolla LE,FWD,30,38,Gasoline,CVT,1.8L I4 16V MPFI DOHC,772
2019,Honda,Passport EX-L,AWD,19,24,Gasoline,Automatic,3.5L V6 24V GDI SOHC,773
2018,Mercedes-Benz,GLS 450 GLS 450,AWD,17,22,Gasoline,Automatic,3.0L V6 24V GDI DOHC Twin Turbo,774
2020,Chevrolet,Traverse LT Cloth,FWD,18,27,Gasoline,Automatic,3.6L V6 24V GDI DOHC,775
2021,Ram,1500 Rebel,4WD,19,24,Gasoline,Automatic,5.7L V8 16V MPFI OHV,776
2020,Hyundai,Santa Fe Limited 2.4,FWD,22,29,Gasoline,Automatic,2.4L I4 16V GDI DOHC,777
2016,Lexus,GS 350 Base,AWD,19,26,Gasoline,Automatic,3.5L V6 24V PDI DOHC,778
2015,Mercedes-Benz,M-Class ML 350,RWD,18,24,Gasoline,Automatic,3.5L V6 24V GDI DOHC,779
2018,Mercedes-Benz,AMG C 63 Base,RWD,18,24,Gasoline,Automatic,4.0L V8 32V GDI DOHC Twin Turbo,780
2020,Ford,Fusion Titanium,FWD,21,31,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,781
2018,Chevrolet,Suburban LT,4WD,15,22,Gasoline,Automatic,5.3L V8 16V GDI OHV,782
2020,Gmc,Acadia SLE,FWD,21,27,Gasoline,Automatic,2.5L I4 16V GDI DOHC,783
2020,Alfa,Romeo Giulia Base,RWD,24,33,Gasoline,Automatic,2.0L I4 16V GDI SOHC Turbo,784
2020,Porsche,Cayenne Base,AWD,19,23,Gasoline,Automatic,3.0L V6 24V GDI DOHC Turbo,785
2019,Audi,e-tron Prestige,AWD,74,73,Electric,Automatic,Electric,786
2013,Chevrolet,Impala LS,FWD,18,30,Gasoline,Automatic,3.6L V6 24V GDI DOHC,787
2019,Acura,MDX 3.5L,AWD,19,26,Gasoline,Automatic,3.5L V6 24V GDI SOHC,788
2019,Acura,MDX 3.5L w/Advance Package,AWD,19,26,Gasoline,Automatic,3.5L V6 24V GDI SOHC,789
2015,Bmw,M4 Base,RWD,17,26,Gasoline,Automatic,3.0L I6 24V GDI DOHC Twin Turbo,790
2015,Audi,R8 4.2,AWD,14,23,Gasoline,Automatic,4.2L V8 32V GDI DOHC,791
2019,Honda,Pilot EX-L w/Navigation/RES,AWD,18,26,Gasoline,Automatic,3.5L V6 24V GDI SOHC,792
2019,Acura,RDX Base (A10),AWD,21,27,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,793
2019,Bmw,X5 xDrive50i,AWD,17,22,Gasoline,Automatic,4.4L V8 32V GDI DOHC Twin Turbo,794
2019,Hyundai,Santa Fe SE 2.4,FWD,22,29,Gasoline,Automatic,2.4L I4 16V GDI DOHC,795
2019,Mercedes-Benz,GLA 250 Base 4MATIC,AWD,23,31,Flex Fuel,Automatic,2.0L I4 16V GDI DOHC Turbo Flexible Fuel,796
2017,Lexus,RX 350,FWD,20,27,Gasoline,Automatic,3.5L V6 24V GDI DOHC,797
2017,Jaguar,F-TYPE R,AWD,15,23,Gasoline,Automatic,5.0L V8 32V GDI DOHC Supercharged,798
2013,Porsche,Panamera 4,AWD,18,26,Gasoline,Automatic,3.6L V6 24V GDI DOHC,799
2021,Infiniti,QX80 PREMIUM SELECT,AWD,13,19,Gasoline,Automatic,5.6L V8 32V GDI DOHC,800
2020,Tesla,Model Y Performance,AWD,116,106,Electric,Automatic,Electric,801
2019,Volvo,XC90 T5 Momentum,FWD,21,29,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,802
2018,Hyundai,Santa Fe Limited Ultimate,FWD,17,23,Gasoline,Automatic,3.3L V6 24V GDI DOHC,803
2021,Honda,CR-V EX-L,FWD,28,34,Gasoline,CVT,1.5L I4 16V GDI DOHC Turbo,804
2019,Lincoln,MKC Reserve,FWD,20,27,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,805
2019,Mercedes-Benz,A-Class A 220,FWD,24,35,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,806
2021,Toyota,Highlander XLE,FWD,21,29,Gasoline,Automatic,3.5L V6 24V PDI DOHC,807
2019,Lexus,ES 350 F Sport,FWD,22,31,Gasoline,Automatic,3.5L V6 24V PDI DOHC,808
2020,Ford,Expedition XLT,4WD,17,22,Gasoline,Automatic,3.5L V6 24V GDI DOHC Twin Turbo,809
2019,Ford,Explorer Base,FWD,17,24,Gasoline,Automatic,3.5L V6 24V MPFI DOHC,810
2011,Buick,LaCrosse CXS,FWD,17,27,Gasoline,Automatic,V6 Cylinder Engine,811
2017,Cadillac,XT5 Luxury,AWD,18,26,Gasoline,Automatic,3.6L V6 24V GDI DOHC,812
2001,Mercedes-Benz,S-Class S430,RWD,18,25,Gasoline,Automatic,4.3L V8 24V MPFI SOHC,813
2019,Honda,Pilot EX,AWD,18,26,Gasoline,Automatic,Regular Unleaded V-6 3.5 L/212,814
2018,Lexus,LS 500 Base,AWD,18,27,Gasoline,Automatic,3.5L V6 24V PDI DOHC Twin Turbo,815
2022,Toyota,Sienna XLE,FWD,36,36,Hybrid,CVT,2.5L I4 16V PDI DOHC Hybrid,816
