ID_Sell,ID_Car,ID_Seller,ID_Rating,Price,Mileage,ConsumerReviews,SellerReviews
1328,1328,1019,1140,6998,135380,120,67
1329,1329,331,270,70619,27599,15,114
1330,1330,1020,1141,25999,92759,51,564
1331,1331,1021,1034,14900,55089,593,8
1332,1332,1022,1142,17191,104906,176,909
1333,1333,1023,1143,37795,72706,37,3438
1334,1334,1024,1144,22885,48141,67,44
1335,1335,1025,1145,35575,47971,161,63
1336,1336,492,1146,56983,27579,8,611
1337,1337,1026,339,27940,15100,230,818
1338,1338,416,1044,36999,20083,217,682
1339,1339,1027,1147,41395,32335,217,360
1340,1340,41,1148,27421,26813,415,380
1341,1341,775,1149,27293,65908,445,1360
1342,1342,1028,869,35610,38176,265,1478
1343,1343,1029,1150,50840,33014,211,461
1344,1344,1030,1151,8000,69750,61,929
1345,1345,1031,202,28946,37513,540,5441
1346,1346,1032,1152,29461,48158,76,242
1347,1347,1033,1153,34993,37715,223,4171
1348,1348,1034,1154,25000,226000,28,4171
1349,1349,1035,1155,30489,36675,206,814
1350,1350,1036,1156,38240,28086,107,751
1351,1351,976,1085,91661,12357,3,383
1352,1352,1037,1157,64000,56712,10,98
1353,1353,1038,1158,45001,59229,16,29
1354,1354,1039,1159,34999,33687,63,6307
1355,1355,922,1158,52484,36309,16,3017
1356,1356,1040,1160,31995,37000,425,30
1357,1357,1041,1161,64999,39413,10,662
1358,1358,1042,1162,36974,47832,40,7
1359,1359,1043,1163,38987,41434,425,6
1360,1360,1044,644,47725,14183,102,1070
1361,1361,790,187,32708,13456,230,382
1362,1362,717,1164,42739,39765,24,39
1363,1363,1045,1165,37923,35180,215,212
1364,1364,1046,1166,8000,100000,315,212
1365,1365,1047,1167,52180,33546,16,267
1366,1366,1048,1168,41492,59636,146,386
1367,1367,51,1169,18500,28033,233,1047
1368,1368,1049,409,37048,13192,92,548
1369,1369,658,1170,36989,30631,82,4
1370,1370,1050,1171,37890,26816,32,1458
1371,1371,281,1172,33422,70120,96,537
1372,1372,1051,1173,39984,60208,208,1057
1373,1373,1052,1174,34239,25136,52,507
1374,1374,1053,1175,43595,36464,17,568
1375,1375,588,1099,59590,14625,55,734
1376,1376,513,1176,39881,18754,66,586
1377,1377,1054,639,40800,58579,224,137
1378,1378,1055,1177,45997,20418,151,2249
1379,1379,1056,1178,32002,11190,540,420
1380,1380,1057,1050,36988,30415,224,390
1381,1381,1058,1179,44995,11037,63,171
1382,1382,1059,1180,49995,34760,126,741
1383,1383,1060,1181,24989,33148,568,1772
1384,1384,1061,1182,36995,18989,150,2094
1385,1385,1062,1183,35500,52765,51,7350
1386,1386,1063,1184,22999,21725,43,48
1387,1387,1064,1185,39937,10801,112,3214
1388,1388,1065,1186,28838,32767,205,562
1389,1389,1066,1187,87895,6256,2,32
1390,1390,304,334,45490,12281,35,94
1391,1391,1067,202,25964,67411,803,638
1392,1392,1068,1188,55989,35623,10,577
1393,1393,1069,1189,32480,25569,86,2307
1394,1394,743,1190,47900,15277,150,2420
1395,1395,462,910,41595,21907,72,954
1396,1396,1070,559,29750,45156,66,2246
1397,1397,1071,1191,56995,19030,22,582
1398,1398,1072,1192,33769,19956,40,59
1399,1399,1073,1193,33900,11731,33,3807
1400,1400,242,1194,22287,40938,149,116
1401,1401,755,1195,46250,15502,189,715
1402,1402,1074,1196,14200,90642,56,174
1403,1403,1075,1197,35450,17043,81,211
1404,1404,1008,1198,44457,52042,108,742
1405,1405,1009,1199,35495,31934,40,742
1406,1406,179,688,41962,34220,117,1678
1407,1407,179,183,44968,25450,82,1678
1408,1408,179,1200,44961,32930,69,1678
1409,1409,1076,1201,51994,32801,112,837
1410,1410,180,1202,20902,76861,176,1455
1411,1411,1077,1203,39999,14116,63,856
1412,1412,1078,1204,35998,34550,224,12
1413,1413,30,1205,17450,30912,6,2054
1414,1414,900,1206,46997,37345,36,89
1415,1415,183,1207,47880,38773,3,1341
1416,1416,1079,1208,27900,14781,591,2589
1417,1417,1080,1209,26995,33563,256,206
1418,1418,1081,365,41250,67475,211,6
1419,1419,1082,1210,43425,16466,29,1139
1420,1420,1083,1211,26495,86963,78,2
1421,1421,1084,1212,24000,54209,78,338
1422,1422,1085,315,55771,38734,22,1906
1423,1423,1086,1213,82998,28150,24,159
1424,1424,1087,1214,45887,21228,51,301
1425,1425,1088,1215,48056,31103,126,295
1426,1426,1089,1216,38995,19000,19,71
1427,1427,1090,1217,51962,62653,6,708
1428,1428,1091,772,45000,49582,46,1151
1429,1429,772,1218,33995,28847,56,992
1430,1430,701,1219,17549,48001,134,77
1431,1431,638,1220,37900,45763,66,2346
1432,1432,1092,1003,66377,34020,22,1919
1433,1433,1093,1221,44639,17127,102,813
1434,1434,1094,879,28995,61612,79,1137
1435,1435,1095,1222,42995,33135,8,1991
1436,1436,1096,1223,19461,26464,59,13
1437,1437,1097,1224,7999,116017,81,66
1438,1438,41,1148,23147,56517,415,380
1439,1439,112,1225,25671,32758,169,216
1440,1440,420,465,43999,20335,83,510
1441,1441,974,1226,26739,48544,76,2
1442,1442,1098,1227,40998,27649,63,4
1443,1443,1099,1228,38998,54983,425,161
1444,1444,1100,1229,149999,38750,5,1150
1445,1445,1101,1063,38481,57521,121,601
1446,1446,1102,2,38000,70841,425,527
1447,1447,428,1230,38004,35250,425,1605
1448,1448,275,1231,45995,41412,30,1522
1449,1449,854,22,37450,35606,150,169
1450,1450,1103,1232,36600,34820,112,261
1451,1451,1104,1233,59900,35631,2,119
1452,1452,789,1131,34302,14807,94,6018
1453,1453,1105,1234,29995,46386,50,193
1454,1454,717,1235,34299,35935,40,39
1455,1455,1106,1236,56999,14716,40,410
1456,1456,1107,1237,21700,21964,151,666
1457,1457,1108,1238,40330,57891,44,602
1458,1458,658,1239,29249,35398,540,4
1459,1459,1109,9,40018,16248,63,12775
1460,1460,1110,1240,41711,36612,76,902
1461,1461,1111,535,34980,32459,52,2091
1462,1462,662,735,35213,41260,102,996
1463,1463,1112,1241,123949,15582,2,98
1464,1464,796,875,35650,31098,540,258
1465,1465,928,1242,49998,13132,51,22
1466,1466,1113,1243,24995,59136,142,13
1467,1467,929,1244,13484,106830,159,170
1468,1468,1114,34,38000,38987,82,1509
1469,1469,1115,334,56970,31083,35,2113
1470,1470,1116,1245,35385,44800,349,417
1471,1471,804,962,32852,15824,224,341
1472,1472,370,1246,42500,14648,109,4436
1473,1473,225,1247,29792,45479,66,1040
1474,1474,225,1248,32495,13222,13,1040
1475,1475,1117,1249,16663,89249,103,459
1476,1476,1118,1250,59982,14910,13,531
1477,1477,1119,1251,34589,22205,30,2053
1478,1478,937,1252,43371,19399,51,2351
1479,1479,1120,1253,25495,49515,37,259
1480,1480,1121,615,32385,40657,193,2576
1481,1481,1122,1254,17485,118850,129,635
1482,1482,1123,888,59800,38424,10,1565
1483,1483,1124,1255,219000,6500,3,15
1484,1484,1125,1256,54994,17927,13,685
1485,1485,1126,1257,24499,17225,255,126
1486,1486,1127,1258,14995,93440,66,267
1487,1487,1128,1259,41777,19388,102,25
1488,1488,1129,1260,34588,48290,87,26
1489,1489,1130,262,23988,57527,279,1997
1490,1490,818,1261,38500,37626,72,1227
1491,1491,1131,1262,27892,46234,83,546
1492,1492,1132,1263,58774,49109,11,368
1493,1493,1133,1264,47995,13804,50,48
1494,1494,749,1265,34422,35610,50,509
1495,1495,1134,1266,41999,53526,19,306
1496,1496,1135,1267,71255,21708,15,4
1497,1497,1136,1268,18947,11725,100,902
1498,1498,1137,529,24094,42484,133,1371
1499,1499,891,1269,46494,11400,1,1366
1500,1500,1138,1270,46998,45332,66,11
1501,1501,1139,1271,35500,12050,53,11
1502,1502,1140,161,67995,35058,15,1426
1503,1503,19,349,68749,34108,22,2
1504,1504,1141,1272,25875,86876,63,4
1505,1505,1142,1273,38417,45630,52,53
1506,1506,683,1274,44900,65403,26,436
1507,1507,179,624,34968,22229,11,1678
1508,1508,1143,1275,25999,15996,13,318
1509,1509,1144,1276,39995,71106,39,4
1510,1510,1145,487,42500,35785,12,32
1511,1511,1077,1277,36244,13047,109,856
1512,1512,953,181,27854,16983,2,1363
1513,1513,183,1278,35880,31620,30,1341
1514,1514,1146,1279,33492,11922,94,1476
1515,1515,1147,1280,4998,227000,83,6
1516,1516,1148,1281,64998,15312,17,383
1517,1517,1149,1282,45266,16211,29,85
1518,1518,260,1283,47991,48491,68,1343
1519,1519,1150,1284,49180,35064,51,494
1520,1520,1151,460,38500,37815,50,687
1521,1521,479,1285,37991,19692,248,2060
1522,1522,333,1286,32199,27261,52,848
1523,1523,1152,1287,56472,15595,1,743
1524,1524,1153,1288,28900,19976,142,104
1525,1525,1154,1289,37900,11770,52,264
1526,1526,1155,1290,40995,16264,42,571
1527,1527,1156,1291,36333,25581,18,1695
1528,1528,1157,1292,34457,25465,217,153
1529,1529,1158,1293,32500,19614,102,2922
1530,1530,1159,912,50553,16740,7,1104
1531,1531,1160,1294,41733,41287,23,918
1532,1532,203,213,38997,18937,30,12
1533,1533,1161,1295,26992,48771,69,615
1534,1534,1162,1104,38999,32389,107,111
1535,1535,850,933,64513,10843,7,988
1536,1536,1163,1234,35900,42093,223,82
1537,1537,1164,1296,25460,82704,770,6
1538,1538,1165,606,29993,63884,204,994
1539,1539,1166,1297,23999,19843,182,189
1540,1540,1167,1298,42576,17167,150,94
1541,1541,427,799,43613,17093,90,666
1542,1542,1168,1299,32425,57272,258,15
1543,1543,923,564,33995,32120,224,1153
1544,1544,789,1300,48208,37255,91,6018
1545,1545,1169,948,41980,16652,94,119
1546,1546,1170,1301,26345,48859,256,2180
1547,1547,1171,1302,59283,11586,8,131
1548,1548,214,209,28000,44020,770,4644
1549,1549,1172,1303,31480,14132,15,281
1550,1550,1173,1304,27900,52770,36,359
1551,1551,1174,319,55987,30572,55,797
1552,1552,1175,445,44000,19490,11,731
1553,1553,1176,1305,17339,87281,252,575
1554,1554,1177,1306,63300,14486,26,120
1555,1555,442,1307,236556,786,1,110
1556,1556,54,1308,34500,37229,8,1129
1557,1557,801,1309,38998,13801,33,10
1558,1558,802,1310,24993,12552,142,1611
1559,1559,1178,140,35000,36975,193,1691
1560,1560,1179,1311,23952,19532,233,845
1561,1561,1180,1312,52977,14210,7,657
1562,1562,1181,779,44995,36888,37,899
1563,1563,1182,1313,47998,35452,24,13
1564,1564,987,1104,37295,19622,107,2445
1565,1565,450,409,33888,15490,224,2357
1566,1566,293,134,53298,51130,55,3037
1567,1567,1183,1314,40900,17815,223,25
1568,1568,1184,1315,28040,68282,228,75
1569,1569,1185,661,21995,87552,568,248
1570,1570,68,1316,12499,50829,56,54
1571,1571,1186,1043,34900,35129,223,1533
1572,1572,1187,1317,52495,29618,3,111
1573,1573,1188,1318,135500,9250,13,20
1574,1574,1189,1319,50710,16189,18,3
1575,1575,72,1320,104495,54698,3,2448
1576,1576,1190,517,40595,38304,50,1773
1577,1577,1191,301,56899,36939,27,1150
1578,1578,815,1321,20798,17224,36,1252
1579,1579,1192,1322,42000,18109,82,580
1580,1580,1128,1323,17777,98960,56,25
1581,1581,457,1324,7999,107987,229,27
1582,1582,1193,1325,36221,66395,77,243
1583,1583,1130,897,28488,12457,205,1997
1584,1584,742,1326,38952,37371,77,831
1585,1585,1194,717,59991,19200,27,263
1586,1586,1195,1327,49900,78769,10,1355
1587,1587,1196,992,39877,15329,63,92
1588,1588,1197,1328,33950,41907,223,99
1589,1589,1198,1329,39888,35348,102,411
1590,1590,1199,1330,52998,50362,10,4
1591,1591,1200,1331,28990,45623,89,1176
1592,1592,1201,1332,37388,18302,99,135
1593,1593,6,40,52955,29994,2,1071
1594,1594,750,1333,72995,24419,15,1121
1595,1595,1136,1334,21889,19237,53,902
1596,1596,171,1335,34841,17448,85,1811
1597,1597,1202,1336,24997,49914,187,2395
1598,1598,19,1337,31539,34132,17,2
1599,1599,1203,1338,59699,10075,117,204
1600,1600,1204,1339,32991,48421,22,1482
1601,1601,1205,1340,65998,12418,26,816
1602,1602,1206,705,34928,19897,540,545
1603,1603,24,1341,38598,57905,63,176
1604,1604,1207,821,73880,27615,11,306
1605,1605,1208,548,34491,62594,64,415
1606,1606,249,441,44962,18656,51,955
1607,1607,1209,1287,64750,14055,1,1826
1608,1608,1210,1342,13995,47937,413,2
1609,1609,1211,1343,30089,32482,5,1629
1610,1610,1211,1344,36842,21469,36,1629
1611,1611,1212,1345,40500,26511,39,1652
1612,1612,549,1346,28369,41937,69,68
1613,1613,1213,1347,28100,14859,230,4
1614,1614,629,1348,38998,18232,87,203
1615,1615,183,1349,44880,19635,29,1341
1616,1616,1214,1350,29950,99631,44,47
1617,1617,254,1351,34301,46024,56,812
1618,1618,1215,1352,59591,20000,55,1479
1619,1619,1216,1353,26992,73774,78,2276
1620,1620,1217,37,36495,18971,83,5740
1621,1621,1218,209,40497,49509,131,1220
1622,1622,1219,1354,34988,71629,266,1795
1623,1623,1220,1355,349995,25658,2,3
1624,1624,195,1356,33923,40098,50,2629
1625,1625,1153,1357,34500,51859,56,104
1626,1626,1090,1358,44962,33282,88,708
1627,1627,770,794,43804,16393,94,29
1628,1628,1221,1359,42773,66239,14,38
1629,1629,1222,1360,35989,52272,56,131
1630,1630,566,1361,28996,36601,770,1885
1631,1631,1223,1362,11900,42700,338,34
1632,1632,1224,1363,34879,36136,540,1823
1633,1633,1225,1364,18249,75915,55,8
1634,1634,1226,1365,34998,20881,131,6
1635,1635,1227,1289,43989,14657,35,4
1636,1636,203,1366,90998,20059,16,12
1637,1637,1228,1367,32678,45746,131,698
1638,1638,1229,1368,66446,39875,24,234
1639,1639,1230,1369,43966,10337,102,602
1640,1640,1231,1370,33892,59691,72,36
1641,1641,1232,1371,16500,71989,59,156
1642,1642,578,464,48900,56007,55,174
1643,1643,1233,1372,34993,20741,262,251
1644,1644,1234,1373,32100,15433,15,70
1645,1645,786,1374,33500,29242,223,435
1646,1646,1235,1375,36995,18786,11,79
1647,1647,1236,1376,30500,40959,131,72
1648,1648,1237,1377,25441,47775,55,28
1649,1649,431,1378,26292,12568,74,962
1650,1650,125,1379,22495,70125,26,169
1651,1651,1238,1380,21688,43482,407,28
1652,1652,214,1381,27044,22865,52,4644
1653,1653,1239,1382,38837,38634,82,324
1654,1654,435,1383,48450,82814,82,33
1655,1655,1240,1071,34999,31902,223,223
1656,1656,1241,1204,33999,38205,224,10
1657,1657,860,884,25599,10228,46,19
1658,1658,1242,1384,30987,53720,32,206
1659,1659,1243,1385,38872,17033,19,1421
1660,1660,1244,1386,40998,32339,77,21
1661,1661,441,1387,29995,19912,230,77
1662,1662,54,401,39500,71311,70,1129
1663,1663,1245,408,66790,17747,92,471
1664,1664,221,734,44740,12588,11,1195
1665,1665,57,1388,51500,49977,75,467
1666,1666,57,1389,19500,83756,433,467
1667,1667,1246,1390,61921,19979,1,5
1668,1668,589,647,70900,33126,10,1645
1669,1669,1247,1391,78500,19861,3,2586
1670,1670,804,1392,58752,20004,88,341
1671,1671,1248,1393,42281,17573,102,3402
1672,1672,450,1394,46888,29680,24,2357
1673,1673,1249,1395,41750,14527,4,463
1674,1674,144,145,91444,6290,3,213
1675,1675,1250,1396,47455,47425,15,283
1676,1676,1251,1397,34491,49870,51,4
1677,1677,1252,1398,268699,415,1,498
1678,1678,1253,1399,39000,28095,51,47
1679,1679,452,1400,60995,28316,14,21
1680,1680,736,484,31899,34068,96,387
1681,1681,1254,128,42841,17499,50,1410
1682,1682,77,1401,42767,83321,14,3
1683,1683,1255,1402,40999,59546,69,635
1684,1684,1256,482,40495,18543,63,590
1685,1685,1257,1403,52589,36637,35,402
1686,1686,1258,1404,28000,14480,136,1487
1687,1687,746,997,42995,33960,16,500
1688,1688,822,262,30698,49197,445,1271
1689,1689,1259,1405,23995,39498,204,1947
1690,1690,3,1406,31652,80894,99,249
1691,1691,749,1407,18490,61675,97,509
1692,1692,1260,1408,74888,23508,15,949
1693,1693,1261,1409,39997,46193,363,437
1694,1694,389,1410,37998,13852,3,1572
1695,1695,1262,1411,36487,20765,99,1222
1696,1696,1263,1412,31399,35300,104,2659
1697,1697,753,1413,42890,12501,58,720
1698,1698,892,1414,40595,23813,166,4504
1699,1699,1264,1415,26999,34308,74,469
1700,1700,1265,1416,42975,78871,24,1441
1701,1701,1266,1417,28381,19938,205,46
1702,1702,175,1418,21822,42390,167,1519
1703,1703,1074,1419,19700,44633,343,174
1704,1704,1009,282,38952,25887,224,742
1705,1705,760,1420,84994,39139,3,32
1706,1706,549,1092,26289,15287,59,68
1707,1707,400,1363,32246,21388,540,1428
1708,1708,183,1421,29480,47986,42,1341
1709,1709,1267,1422,36998,26532,262,4
1710,1710,836,1000,36293,34692,131,46
1711,1711,1268,1423,9950,99223,301,10
1712,1712,1269,1424,66800,35848,27,175
1713,1713,99,1425,17950,33000,69,13
1714,1714,1270,1426,31995,88311,107,23
1715,1715,260,1427,20575,79206,44,1343
1716,1716,554,1428,42500,73199,84,152
1717,1717,1271,134,69995,13965,55,1952
1718,1718,1272,1429,37950,87878,151,2596
1719,1719,1273,220,36900,26804,223,34
1720,1720,1274,1430,33995,19432,73,430
1721,1721,1275,1431,54555,33069,15,189
1722,1722,638,1432,35360,43958,66,2346
1723,1723,1155,1433,34897,32177,94,571
1724,1724,1276,1434,62000,35650,201,571
1725,1725,1277,256,33312,13332,540,1366
1726,1726,1278,1435,47441,15388,30,88
1727,1727,1279,1436,27991,32927,151,2762
1728,1728,1027,1437,27975,49127,94,360
1729,1729,1280,1438,41495,16161,217,126
1730,1730,1281,1439,38441,49231,63,230
1731,1731,1028,1440,46041,22875,53,1478
1732,1732,1282,1441,8995,88321,61,66
1733,1733,1283,1442,51400,13351,56,28
1734,1734,1284,1443,24497,48075,770,19
1735,1735,1163,1234,36500,37911,223,82
1736,1736,1285,1128,50007,19162,32,263
1737,1737,1286,1228,39690,35624,425,246
1738,1738,1287,579,33800,43316,107,610
1739,1739,1288,1444,24500,47042,83,211
1740,1740,649,1445,31203,35841,55,145
1741,1741,921,1062,35832,34909,36,1875
1742,1742,124,1446,19898,56489,275,151
1743,1743,1289,346,50900,13522,42,52
1744,1744,1044,644,47998,16831,102,1070
1745,1745,1290,1447,20022,35588,151,12
1746,1746,979,1448,43482,26855,69,715
1747,1747,279,1449,34664,35396,30,1046
1748,1748,281,1450,58801,35361,47,537
1749,1749,1291,1451,32479,67504,146,603
1750,1750,53,464,53750,18248,55,1031
1751,1751,1292,1452,31500,38065,395,824
1752,1752,801,1453,33998,39964,136,10
1753,1753,802,1454,72993,17259,22,1611
1754,1754,1293,1455,46000,33396,37,1282
1755,1755,1294,1235,28000,80369,73,162
1756,1756,1295,479,39531,15769,63,1352
1757,1757,1248,1456,42981,14582,16,3402
1758,1758,1296,1457,32000,35221,25,1712
1759,1759,450,1458,39988,25309,38,2357
1760,1760,1297,1459,37995,37204,51,77
1761,1761,1298,735,35499,21652,102,1424
1762,1762,528,582,255000,42316,1,320
1763,1763,1299,1460,34480,37673,16,656
1764,1764,1300,1416,42393,37716,24,627
1765,1765,1301,979,35995,32576,217,337
1766,1766,1302,1461,29385,45096,56,10
1767,1767,602,663,39864,13015,103,872
1768,1768,1303,1462,68943,41859,22,1351
1769,1769,1304,1463,27590,61539,59,867
1770,1770,739,1464,27500,11407,309,238
1771,1771,1305,1465,38571,31044,30,24
1772,1772,1306,1080,71912,13659,10,2278
1773,1773,1307,1466,39983,59786,13,3
1774,1774,80,1467,31487,71728,64,1108
1775,1775,1308,1468,37200,30996,46,2622
1776,1776,1309,1469,40500,49424,66,266
1777,1777,1310,1470,35899,49967,16,271
1778,1778,1311,1471,28575,39123,230,469
1779,1779,1312,1472,33895,36258,223,357
1780,1780,166,1473,33800,45272,133,133
1781,1781,678,1474,52488,49666,16,26
1782,1782,1313,796,46333,11244,58,1481
1783,1783,545,1475,57891,17292,6,593
1784,1784,1314,1476,30595,15909,69,6
1785,1785,1315,1477,24472,100256,8,121
1786,1786,1316,1478,44995,73953,24,25
1787,1787,1317,1479,67995,31986,15,236
1788,1788,90,1480,20998,42134,351,2
1789,1789,392,1481,42998,38516,64,35
1790,1790,680,496,48795,38301,102,643
1791,1791,1318,705,29249,16173,540,1703
1792,1792,1319,1482,54992,32054,44,745
1793,1793,896,1483,48295,18182,102,77
1794,1794,627,1484,30000,47937,262,2192
1795,1795,627,690,35000,39549,178,2192
1796,1796,323,340,73000,67813,24,2597
1797,1797,1320,1369,32380,35277,102,1700
1798,1798,549,1485,42389,32463,76,68
1799,1799,1321,1235,32580,46119,40,750
1800,1800,30,427,29900,37233,83,2054
1801,1801,1322,1486,23988,48683,280,6
1802,1802,33,1487,30500,82016,100,721
1803,1803,1323,1488,14999,96834,38,10
1804,1804,189,319,66431,43521,55,162
1805,1805,1324,1489,49986,33245,51,74
1806,1806,1325,1490,19995,85533,276,20
1807,1807,1326,1491,30372,80202,224,43
1808,1808,480,403,31998,10545,84,1250
1809,1809,634,1492,29699,33263,269,1177
1810,1810,1327,1493,52510,46815,201,152
1811,1811,1272,1494,20950,102860,267,2596
1812,1812,1328,497,44995,22938,51,1867
1813,1813,106,1495,32989,27311,40,1
1814,1814,106,1496,54989,20214,75,1
1815,1815,488,226,44943,43767,568,1175
1816,1816,1329,1497,37998,17892,223,34
1817,1817,1330,1498,47795,45585,201,782
1818,1818,1331,1499,38491,10925,64,1417
1819,1819,1092,1500,44187,50660,52,1919
1820,1820,1332,1127,28762,44604,290,159
1821,1821,1224,1363,35879,31191,540,1823
1822,1822,1333,256,31997,33594,540,5120
1823,1823,1334,1501,14995,79557,59,43
1824,1824,1335,1261,37499,34698,72,506
1825,1825,912,1502,58695,31850,10,1925
1826,1826,1336,1503,28770,55708,84,130
1827,1827,494,1504,17000,87500,111,1709
1828,1828,1337,1505,41000,17900,14,1
1829,1829,1226,114,23998,46245,280,6
1830,1830,1338,1506,26655,11332,113,576
1831,1831,1339,863,47990,19946,91,837
1832,1832,203,1507,50397,33800,29,12
1833,1833,1340,1508,57947,21115,66,57
1834,1834,117,1509,42545,10114,52,413
1835,1835,1341,1510,29991,25827,96,1473
1836,1836,119,1511,46496,31587,17,797
1837,1837,578,721,26900,82922,94,174
1838,1838,1342,1512,44490,20486,52,367
1839,1839,275,1513,47995,33148,30,1522
1840,1840,1343,1514,29998,39534,56,19
1841,1841,783,1515,33900,37631,131,289
1842,1842,1344,1516,43275,37718,15,234
1843,1843,1345,465,35789,39600,83,813
1844,1844,1346,1237,24995,23541,151,1152
1845,1845,1347,1517,21499,19274,151,581
1846,1846,505,1518,37994,15890,29,2787
1847,1847,51,1519,27000,36856,363,1047
1848,1848,860,1520,35499,36934,419,19
1849,1849,1174,1521,43487,39387,66,797
1850,1850,133,497,40337,35787,51,2704
1851,1851,1348,888,71000,27025,10,116
1852,1852,1349,501,33995,12902,540,654
1853,1853,1350,1522,31998,13775,166,12
1854,1854,1351,1523,31899,49456,178,472
1855,1855,1352,435,24987,45840,770,312
1856,1856,1295,1524,29889,15638,540,1352
1857,1857,870,1525,44992,32588,24,722
1858,1858,373,1526,19875,49388,182,1337
1859,1859,1117,1527,41497,11036,37,459
1860,1860,1353,1528,34944,60350,165,718
1861,1861,1354,1529,27799,13801,182,580
1862,1862,1355,1530,59312,12674,8,642
1863,1863,1356,1531,17995,107019,117,99
1864,1864,1357,1532,37999,17850,8,105
1865,1865,736,1533,26699,47899,255,387
1866,1866,1358,1534,28479,40833,568,787
1867,1867,882,1327,56998,37243,10,1789
1868,1868,743,1363,32990,38116,540,2420
1869,1869,1359,1535,36999,31096,30,180
1870,1870,1360,1536,37990,37876,27,525
1871,1871,821,1471,31411,19991,230,1274
1872,1872,1361,1537,44995,36566,76,491
1873,1873,1362,1538,64500,37880,10,73
1874,1874,1363,1539,35626,26057,17,394
1875,1875,1364,1540,32988,33480,17,905
1876,1876,616,1541,54533,57957,3,1660
1877,1877,1001,763,69888,49013,10,9
1878,1878,6,1542,48955,34249,21,1071
1879,1879,1365,1543,23362,55987,175,186
1880,1880,1366,1544,45989,16623,817,872
1881,1881,1367,1545,60999,45824,13,1161
1882,1882,314,1546,27888,44021,770,789
1883,1883,1004,1547,27973,34934,52,1105
1884,1884,545,55,76992,13071,3,593
1885,1885,19,1548,34189,40286,87,2
1886,1886,1368,1549,50598,42525,117,1485
1887,1887,1369,1550,25598,18185,233,2412
1888,1888,1370,1551,32183,36593,262,1478
1889,1889,1371,1552,36974,17500,40,708
1890,1890,1371,1553,51665,34905,63,708
1891,1891,1372,1554,26985,81839,367,196
1892,1892,684,1555,36519,46065,395,942
1893,1893,1373,1556,16975,154683,18,104
1894,1894,1076,848,26985,47348,770,837
1895,1895,94,655,73700,19036,12,933
1896,1896,1374,1557,29496,34020,32,60
1897,1897,1374,455,56996,38864,5,60
1898,1898,399,748,81750,33544,10,620
1899,1899,400,1558,45988,13636,151,1428
1900,1900,1321,1235,34514,32788,40,750
1901,1901,954,1559,71995,22243,24,1165
1902,1902,183,1560,44990,32313,66,1341
1903,1903,900,1561,54988,18118,23,89
1904,1904,33,1562,40100,10553,36,721
1905,1905,1375,1563,31488,51546,133,30
1906,1906,480,1564,35499,25814,32,1250
1907,1907,1376,1565,30800,36287,59,549
1908,1908,1328,497,43701,31655,51,1867
1909,1909,195,1566,38399,54907,19,2629
1910,1910,106,1567,22139,38168,182,1
1911,1911,1377,501,31023,39047,540,1764
1912,1912,1378,1568,16900,86815,31,367
1913,1913,1379,1569,46579,11844,1,433
1914,1914,490,559,30574,41941,66,649
1915,1915,490,31,44777,16000,35,649
1916,1916,413,1570,39577,32160,30,3185
1917,1917,1380,779,45599,26260,37,235
1918,1918,492,1571,53310,45149,53,611
1919,1919,1381,1572,34955,56837,66,301
1920,1920,1382,1573,39998,14406,107,11
1921,1921,1383,988,39998,17816,39,36
1922,1922,1384,1574,72465,36039,3,84
1923,1923,1385,1575,37289,37847,63,244
1924,1924,915,685,47000,25462,102,735
1925,1925,1386,1576,7980,82054,9,45
1926,1926,1387,1577,49999,15494,56,4376
1927,1927,498,186,59288,21810,53,846
1928,1928,1388,1578,29841,47621,34,1091
1929,1929,1389,1579,28395,35468,230,1507
1930,1930,1390,1580,46000,32565,15,254
1931,1931,789,1300,53920,18831,91,6018
1932,1932,1391,388,46642,73815,10,1520
1933,1933,1392,1581,45998,12465,2,1443
1934,1934,128,645,42718,15121,63,362
1935,1935,1048,1582,27052,17123,13,386
1936,1936,504,1583,29998,50072,80,3485
1937,1937,1393,140,26448,45676,76,5084
1938,1938,51,385,32500,28186,817,1047
1939,1939,1394,1584,38000,28956,32,2416
1940,1940,1395,272,51500,16502,72,2867
1941,1941,1396,409,43991,20250,92,4533
1942,1942,1397,581,38663,32733,146,138
1943,1943,1398,1585,35999,64095,36,7
1944,1944,221,1586,35430,38437,181,1195
1945,1945,1399,1587,94997,45843,2,1649
1946,1946,524,1588,39991,19010,4,1044
1947,1947,1400,487,29900,25639,12,2748
1948,1948,1401,137,24247,15591,169,1735
1949,1949,1402,1174,30339,36006,52,4053
1950,1950,877,1589,24296,25501,44,1023
1951,1951,600,1590,29495,18263,96,548
1952,1952,152,74,91159,23382,14,1638
1953,1953,1403,1416,41400,35606,24,908
1954,1954,1404,1591,40965,18673,8,644
1955,1955,1405,1592,26800,88059,395,1095
1956,1956,741,270,73293,14350,15,907
1957,1957,1406,1492,33500,12223,269,1434
1958,1958,1407,1593,27289,12308,163,847
1959,1959,79,1594,29975,46175,176,7
1960,1960,383,425,66788,15488,55,610
1961,1961,1257,733,45599,37907,19,402
1962,1962,1408,1595,33500,39066,126,390
1963,1963,1409,1596,63000,17808,21,4495
1964,1964,1410,1597,48992,16195,7,2080
1965,1965,1411,1598,35998,47211,45,6
1966,1966,1412,1599,38495,17740,32,1003
1967,1967,1363,1600,88595,26286,10,394
